Time,pos_1,pos_2,pos_3,att_1,att_2,att_3,att_4,xi_1,xi_2,xi_3,xi_4,xi_5,vel_1,vel_2,vel_3,omega_1,omega_2,omega_3,xiDot_1,xiDot_2,xiDot_3,xiDot_4,xiDot_5,pos_1des,pos_2des,pos_3des,att_1des,att_2des,att_3des,att_4des,vel_1des,vel_2des,vel_3des,omega_1des,omega_2des,omega_3des,u_f1,u_f2,u_f3,u_t1,u_t2,u_t3,ThetaHat_1,ThetaHat_2,ThetaHat_3
0,0,0,0,0.3713003,-0.052389,0.3553951,0.856204299682558,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.09880535399738e-15,-3.78535407673228e-15,3.03184094218124e-15,0.628699699999994,0.0523890000000142,-1.20281812319942,0.0311458333333333,0.03,0.0006
2.46194159177384e-05,4.69518547494507e-26,-5.73576859064337e-26,4.59407600191009e-26,0.371299977700883,-0.0523912848706958,0.355400368954711,0.856202112573764,5.49214267543431e-11,-5.05630580272806e-11,-2.96176415060931e-11,5.6968607915692e-11,-1.78168758875587e-11,3.81405087100625e-21,-4.6594931582154e-21,3.73205948583631e-21,2.00945811396963e-05,1.85793765463848e-06,0.499836487842419,4.46101307392472e-06,-4.1061149908963e-06,-2.4060623585425e-06,4.6270724094243e-06,-1.4470704441296e-06,0,0,0,1,0,0,0,0,0,0,0,0,0,3.09801248070515e-15,-3.78508248798273e-15,3.03176267461051e-15,0.62866799367027,0.0523884135177242,-1.20254626422031,0.0311458333333333,0.03,0.0006
0.00014771649550643,1.68954613276371e-24,-2.06462980926944e-24,1.65379619321323e-24,0.37129837063015,-0.0524026963787096,0.355426688013817,0.856191185908361,1.97441331671107e-09,-1.81379594905759e-09,-1.0663371493155e-09,2.04701848368832e-09,-6.40017404211658e-10,2.28696717543287e-20,-2.79519453114594e-20,2.23909114802288e-20,0.000120552178440479,1.11482050119811e-05,0.499019735568125,2.67100558496822e-05,-2.45051985003491e-05,-1.44384468868239e-05,2.76842140590738e-05,-8.65418985094222e-06,0,0,0,1,0,0,0,0,0,0,0,0,0,3.09405103217934e-15,-3.78372504463896e-15,3.03137122230897e-15,0.628509481996756,0.0523854673658629,-1.20118831391644,0.0311458333333333,0.03,0.0006
0.000763201893449891,4.50054868861237e-23,-5.50812239865797e-23,4.41376648066132e-23,0.371290445771784,-0.0524594337520629,0.355557642693489,0.85613677377581,5.23369941916425e-08,-4.75536050352089e-08,-2.84788987698065e-08,5.41298486079591e-08,-1.68993337171393e-08,1.17782864773965e-19,-1.44289023931283e-19,1.15648999398321e-19,0.000622457580885712,5.76144106842805e-05,0.494956103610754,0.000136550787324606,-0.000123210512743242,-7.46521708162121e-05,0.00014101383391089,-4.39838142031911e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,3.07431645340773e-15,-3.77695030067633e-15,3.0294111234506e-15,0.627717422932262,0.0523703934606956,-1.19443203803915,0.0311458333333333,0.03,0.0006
0.0021248016125788,3.47199451712914e-22,-4.26371597213433e-22,3.41947856053075e-22,0.371273566392635,-0.052583069968392,0.3558435881454,0.856017698664344,3.99305658255769e-07,-3.53742275348557e-07,-2.20972448716335e-07,4.10741581164227e-07,-1.27804400902945e-07,3.25607368141533e-19,-4.00915502430297e-19,3.21743229456961e-19,0.00173052785160034,0.000160503013702895,0.4860842294764,0.000371165813123221,-0.000322054836472796,-0.000208163087495447,0.000380139559981693,-0.000117960872458893,0,0,0,1,0,0,0,0,0,0,0,0,0,3.03108455058402e-15,-3.7620362130067e-15,3.02505850583127e-15,0.625968155946671,0.0523350203062129,-1.1796815226903,0.0311458333333333,0.03,0.0006
0.00348475339480447,9.29498361141486e-22,-1.1453131396336e-21,9.19304665898565e-22,0.3712575997999,-0.0527040050799391,0.356124099674197,0.855900524635073,1.05682091719471e-06,-9.11548871802423e-07,-5.94968145149197e-07,1.08109607174935e-06,-3.3521437603636e-07,5.30262087636592e-19,-6.56221268510408e-19,5.27291491752036e-19,0.00283414942443858,0.000263410145886634,0.477382144702358,0.000593850507848,-0.000493807426689838,-0.000341914840343273,0.000603064168997836,-0.000186110635308649,0,0,0,1,0,0,0,0,0,0,0,0,0,2.98848008311242e-15,-3.74723956087924e-15,3.02068943657807e-15,0.624225066926751,0.0522969174110176,-1.16521334024438,0.0311458333333333,0.03,0.0006
0.00483847634758759,1.78359975751381e-21,-2.20510769732355e-21,1.77143491412355e-21,0.371242586660457,-0.0528218939509969,0.356398369303113,0.855785599158553,2.00417118184894e-06,-1.68073280573025e-06,-1.14815206519331e-06,2.03879249693909e-06,-6.29872629156461e-07,7.31121324085835e-19,-9.09361750463261e-19,7.31602555212725e-19,0.00392963728159093,0.000366003542451318,0.468874188350272,0.000803815089535399,-0.000638177090435253,-0.000475420377671351,0.000809234384630209,-0.000248280190118631,0,0,0,1,0,0,0,0,0,0,0,0,0,2.94662931073856e-15,-3.73260771456307e-15,3.01631984555104e-15,0.622493988732764,0.0522562531385921,-1.15106793368703,0.0311458333333333,0.03,0.0006
0.00618713763967679,2.90299866205045e-21,-3.60103863649837e-21,2.89521140058754e-21,0.371228497760935,-0.0529369080829817,0.356666785013765,0.855672770795424,3.22271250724946e-06,-2.6236410914647e-06,-1.87920376117183e-06,3.25995718540667e-06,-1.00334456117181e-06,9.28431051857098e-19,-1.16057410286089e-18,9.34854922588368e-19,0.00501797984895862,0.000468384483028393,0.460547556586941,0.0010012618056627,-0.000755760457675572,-0.000608741815786903,0.000999124699390722,-0.00030463682716332,0,0,0,1,0,0,0,0,0,0,0,0,0,2.90547708732447e-15,-3.71812526065944e-15,3.01194723022644e-15,0.620773375132139,0.0522130424675699,-1.13722399047379,0.0311458333333333,0.03,0.0006
0.00753181941116187,4.28217053982449e-21,-5.32949992419836e-21,4.2883806187235e-21,0.371215307897612,-0.0530492016530885,0.356929697274599,0.855561902254837,4.69486056787426e-06,-3.70421195486858e-06,-2.78728510434223e-06,4.72218720637504e-06,-1.44768395004003e-06,1.12241361559646e-18,-1.41007604237243e-18,1.13721337465005e-18,0.00610008644170833,0.000570647424916364,0.452390578196389,0.00118635698694882,-0.000847135050292269,-0.000741920300363057,0.00117318121437968,-0.000355339585195439,0,0,0,1,0,0,0,0,0,0,0,0,0,2.86497304091648e-15,-3.70377806507106e-15,3.00756926855053e-15,0.619061801976765,0.0521672935959494,-1.12366208015883,0.0311458333333333,0.03,0.0006
0.00887350310209699,5.91642615842075e-21,-7.38784290606681e-21,5.94944480765903e-21,0.371202995678323,-0.0531589114165408,0.357187418491717,0.855452870827885,6.40387141738643e-06,-4.88771458767778e-06,-3.87195158127719e-06,6.40431613728665e-06,-1.95535689655415e-06,1.31326679467053e-18,-1.65806334714524e-18,1.33882670476107e-18,0.00717677578904182,0.000672878903805684,0.444392732887922,0.00135923139525581,-0.000912862551957937,-0.000874975154157045,0.00133182293671207,-0.000400539794442181,0,0,0,1,0,0,0,0,0,0,0,0,0,2.82507177259194e-15,-3.68955339581268e-15,3.00318388352753e-15,0.617357985691387,0.0521190095422205,-1.11036468487518,0.0311458333333333,0.03,0.0006
